club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,match_score,best_match_name,best_match_Overall_Match_Total_Standardized
CSKA Moscow,Konstantin Maradishvili,19.0,Defensive Midfield,CSKA Moscow II,-,in,Winter,,Premier Liga,2019,2019/2020,Russia,100,CSKA Moscow,0.0780233681561757
CSKA Moscow,Takuma Nishimura,23.0,Second Striker,Portimonense,"End of loanMar 22, 2020",in,Winter,,Premier Liga,2019,2019/2020,Russia,100,CSKA Moscow,0.0780233681561757
CSKA Moscow,Astemir Gordyushenko,22.0,Central Midfield,Torpedo Moscow,€100Th.,out,Winter,0.1,Premier Liga,2019,2019/2020,Russia,100,CSKA Moscow,0.0780233681561757
CSKA Moscow,Dmitri Efremov,24.0,Right Midfield,Ural,free transfer,out,Winter,0.0,Premier Liga,2019,2019/2020,Russia,100,CSKA Moscow,0.0780233681561757
CSKA Moscow,Takuma Nishimura,23.0,Second Striker,Portimonense,loan transfer,out,Winter,,Premier Liga,2019,2019/2020,Russia,100,CSKA Moscow,0.0780233681561757
CSKA Moscow,Nair Tiknizyan,20.0,Left-Back,Avangard Kursk,loan transfer,out,Winter,,Premier Liga,2019,2019/2020,Russia,100,CSKA Moscow,0.0780233681561757
CSKA Moscow,Takuma Nishimura,23.0,Second Striker,Vegalta Sendai,loan transfer,out,Winter,,Premier Liga,2019,2019/2020,Russia,100,CSKA Moscow,0.0780233681561757
CSKA Moscow,Zvonimir Sarlija,23.0,Centre-Back,Slaven Belupo,"End of loanJan 16, 2020",out,Winter,,Premier Liga,2019,2019/2020,Russia,100,CSKA Moscow,0.0780233681561757
CSKA Moscow,Lucas Santos,20.0,Left Winger,Vasco da Gama,"End of loanDec 31, 2019",out,Winter,,Premier Liga,2019,2019/2020,Russia,100,CSKA Moscow,0.0780233681561757
Spartak Moscow,Aleksandr Sobolev,22.0,Centre-Forward,KS Samara,Loan fee:€500Th.,in,Winter,0.5,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Spartak Moscow,Pavel Maslov,19.0,Centre-Back,Spartak 2,-,in,Winter,,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Spartak Moscow,Georgi Tigiev,24.0,Left-Back,Dinamo Minsk,"End of loanDec 31, 2019",in,Winter,,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Spartak Moscow,Pedro Rocha,25.0,Left Winger,Cruzeiro,"End of loanDec 31, 2019",in,Winter,,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Spartak Moscow,Fernando,27.0,Defensive Midfield,BJ Guoan,"End of loanDec 31, 2019",in,Winter,,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Spartak Moscow,Fernando,27.0,Defensive Midfield,BJ Guoan,€9.60m,out,Winter,9.6,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Spartak Moscow,Pedro Rocha,25.0,Left Winger,Flamengo,Loan fee:€500Th.,out,Winter,0.5,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Spartak Moscow,Jano Ananidze,27.0,Attacking Midfield,Anorthosis,free transfer,out,Winter,0.0,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Spartak Moscow,Mikhail Ignatov,19.0,Attacking Midfield,Spartak 2,-,out,Winter,,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Spartak Moscow,Maksim Glushenkov,20.0,Centre-Forward,KS Samara,loan transfer,out,Winter,,Premier Liga,2019,2019/2020,Russia,100,Spartak Moscow,0.0527773221640771
Dinamo Moscow,Dmitri Skopintsev,22.0,Left-Back,Krasnodar,€4.30m,in,Winter,4.3,Premier Liga,2019,2019/2020,Russia,100,Dinamo Moscow,0.0462816532689184
Dinamo Moscow,Nikolay Komlichenko,24.0,Centre-Forward,Mlada Boleslav,€3.50m,in,Winter,3.5,Premier Liga,2019,2019/2020,Russia,100,Dinamo Moscow,0.0462816532689184
Dinamo Moscow,Vladimir Moskvichev,19.0,Defensive Midfield,Orenburg,"End of loanDec 31, 2019",in,Winter,,Premier Liga,2019,2019/2020,Russia,100,Dinamo Moscow,0.0462816532689184
Dinamo Moscow,Ramil Sheydayev,23.0,Centre-Forward,Sabah FK,free transfer,out,Winter,0.0,Premier Liga,2019,2019/2020,Russia,100,Dinamo Moscow,0.0462816532689184
Dinamo Moscow,Aleksandr Sheplyakov,23.0,Goalkeeper,Okzhetpes,free transfer,out,Winter,0.0,Premier Liga,2019,2019/2020,Russia,100,Dinamo Moscow,0.0462816532689184
Dinamo Moscow,Miguel Cardoso,25.0,Right Winger,Tambov,loan transfer,out,Winter,,Premier Liga,2019,2019/2020,Russia,100,Dinamo Moscow,0.0462816532689184
Dinamo Moscow,Vyacheslav Grulev,20.0,Left Winger,Nizhny Novgorod,loan transfer,out,Winter,,Premier Liga,2019,2019/2020,Russia,100,Dinamo Moscow,0.0462816532689184
Dinamo Moscow,Nikolay Obolskiy,23.0,Centre-Forward,Nizhny Novgorod,loan transfer,out,Winter,,Premier Liga,2019,2019/2020,Russia,100,Dinamo Moscow,0.0462816532689184
Dinamo Moscow,Igor Kalinin,24.0,Left-Back,Ural,loan transfer,out,Winter,,Premier Liga,2019,2019/2020,Russia,100,Dinamo Moscow,0.0462816532689184
Zenit St. Petersburg,Wendel,23.0,Central Midfield,Sporting CP,€20.30m,in,Summer,20.3,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Dejan Lovren,31.0,Centre-Back,Liverpool,€12.00m,in,Summer,12.0,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Dmitri Chistyakov,26.0,Centre-Back,Rostov,Loan fee:€200Th.,in,Summer,0.2,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Danila Prokhin,19.0,Centre-Back,Zenit 2 S-Pb,-,in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Daniil Shamkin,18.0,Attacking Midfield,Zenit 2 S-Pb,-,in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Hernani,26.0,Central Midfield,Parma,"End of loanAug 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Aleksandr Kokorin,29.0,Centre-Forward,Sochi,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Denis Terentjev,27.0,Right-Back,Ufa,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Danil Krugovoy,22.0,Left-Back,Ufa,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Andrey Mostovoy,22.0,Left Winger,Sochi,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Aleksandr Anyukov,37.0,Right-Back,KS Samara,"End of loanJun 30, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Hernani,26.0,Central Midfield,Parma,€6.47m,out,Summer,6.47,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Denis Terentjev,28.0,Right-Back,Rostov,€300Th.,out,Summer,0.3,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Emiliano Rigoni,27.0,Right Winger,Elche CF,€100Th.,out,Summer,0.1,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Branislav Ivanovic,36.0,Centre-Back,West Brom,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Aleksandr Kokorin,29.0,Centre-Forward,Spartak Moscow,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Oleg Shatov,30.0,Attacking Midfield,Rubin Kazan,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Igor Smolnikov,31.0,Right-Back,Krasnodar,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Aleksandr Anyukov,37.0,Right-Back,Retired,-,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Emanuel Mammana,24.0,Centre-Back,Sochi,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Yordan Osorio,26.0,Centre-Back,FC Porto,"End of loanJul 31, 2020",out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Lokomotiv Moscow,Zé Luís,29.0,Centre-Forward,FC Porto,€5.50m,in,Summer,5.5,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,François Kamano,24.0,Left Winger,G. Bordeaux,€5.50m,in,Summer,5.5,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Vitali Lisakovich,22.0,Centre-Forward,Soligorsk,€1.50m,in,Summer,1.5,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Vitaliy Lystsov,25.0,Centre-Back,KS Samara,€1.00m,in,Summer,1.0,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Jasurbek Jaloliddinov,18.0,Attacking Midfield,Bunyodkor,€980Th.,in,Summer,0.98,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Slobodan Rajkovic,31.0,Centre-Back,Perugia,free transfer,in,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Fedor Smolov,30.0,Centre-Forward,Celta de Vigo,"End of loanJul 27, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Timofey Margasov,28.0,Right-Back,Sochi,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Aleksey Miranchuk,24.0,Attacking Midfield,Atalanta BC,€14.50m,out,Summer,14.5,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Timofey Margasov,28.0,Right-Back,Sochi,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Nikita Medvedev,25.0,Goalkeeper,Rubin Kazan,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Benedikt Höwedes,32.0,Centre-Back,Retired,-,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Aleksandr Kolomeytsev,31.0,Central Midfield,Retired,-,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Jefferson Farfán,35.0,Centre-Forward,Without Club,-,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Roman Tugarev,22.0,Left Winger,Rostov,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Luka Djordjevic,26.0,Centre-Forward,Arsenal Tula,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Jasurbek Jaloliddinov,18.0,Attacking Midfield,Tambov,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Solomon Kvirkvelia,28.0,Centre-Back,Rotor Volgograd,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Bryan Idowu,28.0,Left-Back,Khimki,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,João Mário,27.0,Central Midfield,Inter,"End of loanJul 31, 2020",out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
CSKA Moscow,Chidera Ejuke,22.0,Left Winger,Heerenveen,€11.50m,in,Summer,11.5,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Adolfo Gaich,21.0,Centre-Forward,San Lorenzo,€8.50m,in,Summer,8.5,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Bruno Fuchs,21.0,Centre-Back,Internacional,€8.00m,in,Summer,8.0,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Bakhtiyor Zaynutdinov,22.0,Attacking Midfield,Rostov,€2.00m,in,Summer,2.0,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Gocha Gogrichiani,20.0,Centre-Forward,Rostov II,free transfer,in,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Vladislav Torop,16.0,Goalkeeper,CSKA Moscow II,-,in,Summer,,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Timur Zhamaletdinov,23.0,Centre-Forward,Lech Poznan,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Khetag Khosonov,21.0,Defensive Midfield,Tambov,"End of loanJun 1, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Nair Tiknizyan,21.0,Left-Back,Avangard Kursk,"End of loanJun 1, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Timur Zhamaletdinov,23.0,Centre-Forward,Ufa,€250Th.,out,Summer,0.25,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Khetag Khosonov,22.0,Defensive Midfield,Alania Vl.,€230Th.,out,Summer,0.23,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Lassana N'Diaye,19.0,Centre-Forward,AFC Eskilstuna,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Jaka Bijol,21.0,Centre-Back,Hannover 96,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Ilya Pomazun,23.0,Goalkeeper,Ural,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Cédric Gogoua,26.0,Centre-Back,Rotor Volgograd,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
CSKA Moscow,Gocha Gogrichiani,20.0,Centre-Forward,Akron Togliatti,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,CSKA Moscow,0.0511789336613654
Dynamo Moscow,Nikola Moro,22.0,Defensive Midfield,Dinamo Zagreb,€8.50m,in,Summer,8.5,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Daniil Fomin,23.0,Defensive Midfield,Ufa,€3.50m,in,Summer,3.5,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Sly,29.0,Centre-Forward,Ufa,€2.00m,in,Summer,2.0,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Daniil Lesovoy,22.0,Left Winger,Arsenal Tula,€1.80m,in,Summer,1.8,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Ivan Budachev,19.0,Goalkeeper,Leningradets,€165Th.,in,Summer,0.165,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Guillermo Varela,27.0,Right-Back,FC Copenhagen,loan transfer,in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Vladislav Karapuzov,20.0,Right Winger,Dynamo M II,-,in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Igor Shkolik,19.0,Central Midfield,Dynamo M II,-,in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Miguel Cardoso,25.0,Right Winger,Tambov,"End of loanJun 1, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Nikolay Obolskiy,23.0,Centre-Forward,Nizhny Novgorod,"End of loanJun 30, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Vyacheslav Grulev,21.0,Left Winger,Nizhny Novgorod,"End of loanJun 15, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Danil Lipovoy,20.0,Left Midfield,Orenburg,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Fedor Černych,29.0,Right Winger,Orenburg,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Anton Terekhov,22.0,Right Winger,KS Samara,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Evgeniy Markov,26.0,Centre-Forward,Rubin Kazan,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Maximilian Philipp,26.0,Second Striker,VfL Wolfsburg,Loan fee:€2.00m,out,Summer,2.0,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Toni Sunjic,31.0,Centre-Back,BJ Guoan,€350Th.,out,Summer,0.35,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Evgeniy Markov,26.0,Centre-Forward,Krasnodar,€300Th.,out,Summer,0.3,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Nikolay Obolskiy,23.0,Centre-Forward,Barakaldo CF,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Joãozinho,31.0,Left Winger,Sochi,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Artur Yusupov,31.0,Central Midfield,Sochi,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Vladimir Rykov,32.0,Centre-Back,Ural,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Kirill Panchenko,30.0,Second Striker,Tambov,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Fedor Černych,29.0,Right Winger,Jagiellonia,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Miguel Cardoso,26.0,Right Winger,B SAD,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Anton Sosnin,30.0,Central Midfield,Without Club,-,out,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Grigori Morozov,26.0,Left-Back,Ufa,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Danil Lipovoy,20.0,Left Midfield,Khimki,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Oscar Hiljemark,28.0,Central Midfield,Genoa,"End of loanJul 31, 2020",out,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Dynamo Moscow,Sly,29.0,Centre-Forward,Ufa,"End of loanJul 26, 2020",out,Summer,,Premier Liga,2020,2020/2021,Russia,92,Dinamo Moscow,0.0357306898685832
Spartak Moscow,Aleksandr Sobolev,23.0,Centre-Forward,KS Samara,€4.50m,in,Summer,4.5,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Oston Urunov,19.0,Attacking Midfield,Ufa,€1.00m,in,Summer,1.0,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Victor Moses,29.0,Right Midfield,Chelsea,Loan fee:€300Th.,in,Summer,0.3,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Aleksandr Kokorin,29.0,Centre-Forward,Zenit S-Pb,free transfer,in,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Artem Timofeev,26.0,Defensive Midfield,KS Samara,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Aleksandr Tashaev,25.0,Right Winger,Rubin Kazan,"End of loanJun 1, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Aleksandr Lomovitskiy,22.0,Right Winger,Arsenal Tula,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Aleksandr Lomovitskiy,22.0,Right Winger,Khimki,"End of loanSep 30, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Georgi Melkadze,23.0,Second Striker,Tambov,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Maksim Glushenkov,21.0,Centre-Forward,KS Samara,"End of loanJul 31, 2020",in,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Guus Til,22.0,Attacking Midfield,SC Freiburg,Loan fee:€450Th.,out,Summer,0.45,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Lorenzo Melgarejo,30.0,Left Winger,Racing Club,free transfer,out,Summer,0.0,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Georgi Tigiev,25.0,Left-Back,Spartak 2,-,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Reziuan Mirzov,27.0,Left Winger,Khimki,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Aleksandr Lomovitskiy,22.0,Right Winger,Arsenal Tula,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Nikolay Rasskazov,22.0,Right-Back,Arsenal Tula,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Artem Timofeev,26.0,Defensive Midfield,Akhmat Grozny,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Aleksandr Lomovitskiy,22.0,Right Winger,Khimki,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Georgi Melkadze,23.0,Second Striker,Akhmat Grozny,loan transfer,out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,André Schürrle,29.0,Left Winger,Bor. Dortmund,"End of loanJun 30, 2020",out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Spartak Moscow,Aleksandr Sobolev,23.0,Centre-Forward,KS Samara,"End of loanJun 30, 2020",out,Summer,,Premier Liga,2020,2020/2021,Russia,100,Spartak Moscow,0.0420260862083264
Zenit St. Petersburg,Leon Musaev,22.0,Defensive Midfield,Rubin Kazan,€500Th.,out,Winter,0.5,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Aleksandr Vasyutin,25.0,Goalkeeper,Djurgården,loan transfer,out,Winter,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Zenit St. Petersburg,Danila Prokhin,19.0,Centre-Back,Sochi,loan transfer,out,Winter,,Premier Liga,2020,2020/2021,Russia,100,Zenit St. Petersburg,0.1668214870853282
Lokomotiv Moscow,Pablo,29.0,Centre-Back,G. Bordeaux,€2.50m,in,Winter,2.5,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Ilya Berkovskiy,20.0,Attacking Midfield,Torpedo Moscow,€250Th.,in,Winter,0.25,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Andrey Nikitin,20.0,Left Winger,Fakel Voronezh,€112Th.,in,Winter,0.112,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Maksim Mukhin,19.0,Defensive Midfield,Loko-Kazanka M.,-,in,Winter,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
Lokomotiv Moscow,Jasurbek Jaloliddinov,18.0,Attacking Midfield,Tambov,"End of loanJan 26, 2021",in,Winter,,Premier Liga,2020,2020/2021,Russia,100,Lokomotiv Moscow,0.0907216034903795
